Entry	Entry Name	Gene Names	Protein names	Gene Ontology IDs
P0ADA5	YAJG_ECOLI	yajG b0434 JW0424	Uncharacterized lipoprotein YajG	GO:0005886
P0ADA7	OSMB_ECOLI	osmB b1283 JW1275	Osmotically-inducible lipoprotein B	GO:0005886; GO:0006970; GO:0019867
P0ADB1	OSME_ECOLI	osmE anr b1739 JW1728	Osmotically-inducible putative lipoprotein OsmE (Activator of ntr-like gene protein)	GO:0005886; GO:0006970; GO:0019867
P0ADE2	YTFK_ECOLI	ytfK b4217 JW5749	Uncharacterized protein YtfK	GO:0006979; GO:0015968; GO:0016036
P0ADF3	LPRH_ECOLI	rhoL b3782 JW3755	rho operon leader peptide (RhoL)	GO:0031555
P0ADI7	YECD_ECOLI	yecD b1867 JW5307	Isochorismatase family protein YecD (EC 3.-.-.-)	GO:0005829; GO:0016787
P0ADI9	YHHN_ECOLI	yhhN b3468 JW3433	Uncharacterized membrane protein YhhN	GO:0005886; GO:0016020; GO:0016787
P0ADJ3	YHJR_ECOLI	yhjR b3535 JW3503	Protein YhjR	GO:0090540
P0ADJ5	BCSF_ECOLI	bcsF yhjT b3537 JW5663	Cellulose biosynthesis protein BcsF	GO:0005886; GO:0030244
P0ADJ8	YIAA_ECOLI	yiaA b3562 JW3534	Inner membrane protein YiaA	GO:0005886; GO:0006974
P0ADK4	YIAW_ECOLI	yiaW b3587 JW3559	Inner membrane protein YiaW	GO:0005886
P0ADK6	YIBA_ECOLI	yibA b3594 JW3568	Protein YibA	GO:0006974; GO:0009314; GO:0016491; GO:0046677
P0ADK8	YIBL_ECOLI	yibL b3602 JW3577	Uncharacterized protein YibL	GO:0005829
P0ADL6	YIDG_ECOLI	yidG b3675 JW3651	Inner membrane protein YidG	GO:0005886
P0ADM0	YIDH_ECOLI	yidH b3676 JW3652	Inner membrane protein YidH	GO:0005886; GO:0006979
P0ADM4	YIDQ_ECOLI	yidQ b3688 JW5633	Uncharacterized protein YidQ	GO:0006974; GO:0009279
P0ADM8	YIEE_ECOLI	yieE b3712 JW3690	Uncharacterized protein YieE	GO:0000287; GO:0005829; GO:0008897; GO:0019878
P0ADQ5	YIIE_ECOLI	yiiE b3889 JW5929	Uncharacterized protein YiiE	GO:0006355; GO:0043565
P0ADR0	YQAA_ECOLI	yqaA b2689 JW2664	Inner membrane protein YqaA	GO:0005886; GO:0071978
P0ADR2	YGDD_ECOLI	ygdD b2807 JW2778	UPF0382 inner membrane protein YgdD	GO:0005886
P0ADS6	YGGE_ECOLI	yggE b2922 JW2889	Uncharacterized protein YggE	GO:0006974; GO:0034605; GO:0034614
P0ADT2	YGIB_ECOLI	ygiB b3037 JW5927	UPF0441 protein YgiB	GO:0009279; GO:0044010
P0ADT8	YGIM_ECOLI	ygiM b3055 JW3027	Uncharacterized protein YgiM	GO:0005829; GO:0005886
P0ADX7	YHHA_ECOLI	yhhA b3448 JW3413	Uncharacterized protein YhhA (ORFQ)	
P0AE14	AMPE_ECOLI	ampE b0111 JW0107	Protein AmpE	GO:0005886; GO:0046677
P0AE28	AROM_ECOLI	aroM b0390 JW0381	Protein AroM	GO:0016855
P0AE42	YQAE_ECOLI	yqaE b2666 JW2641	PMP3 family protein YqaE	GO:0005886; GO:0046677
P0AE48	YTFP_ECOLI	ytfP b4222 JW4181	Gamma-glutamylcyclotransferase family protein YtfP	GO:0005829; GO:0061929
P0AE58	CAIF_ECOLI	caiF b0034 JW0033	Transcriptional activatory protein CaiF	GO:0003700; GO:0006351; GO:0006355; GO:0009437
P0AE63	CHAB_ECOLI	chaB b1217 JW1208	Putative cation transport regulator ChaB	
P0AE74	CITT_ECOLI	citT ybdS b0612 JW0604	Citrate/succinate antiporter (Citrate carrier) (Citrate transporter)	GO:0005886; GO:0015297
P0AE78	CORC_ECOLI	corC ybeX b0658 JW0655	Magnesium and cobalt efflux protein CorC	GO:0005886; GO:0050660
P0AE91	CREA_ECOLI	creA yjjD b4397 JW4360	Protein CreA (Catabolite regulation protein A)	GO:0005829
P0AEB7	YOAB_ECOLI	yoaB b1809 JW5295	RutC family protein YoaB	GO:0005829; GO:0044010
P0AEC0	YOAE_ECOLI	yoaE b1816 JW1805	UPF0053 inner membrane protein YoaE	GO:0005886; GO:0050660
P0AEH3	ELAA_ECOLI	elaA yfbC b2267 JW2262	Protein ElaA	GO:0008080
P0AEH8	YJIG_ECOLI	yjiG b4329 JW4292	Inner membrane protein YjiG	GO:0005886
P0AEQ1	GLCG_ECOLI	glcG yghC b2977 JW2944	Protein GlcG	
P0AET5	HDED_ECOLI	hdeD yhiA b3511 JW3479	Protein HdeD	GO:0005886; GO:0009268
P0AEV4	HYCA_ECOLI	hycA hevA b2725 JW2695	Formate hydrogenlyase regulatory protein HycA	
P0AEV7	HYCH_ECOLI	hycH hevH b2718 JW2688	Formate hydrogenlyase maturation protein HycH	GO:0065003
P0AEX5	KPPR_ECOLI	prkB yhfF b3355 JW3318	Probable phosphoribulokinase (PRK) (PRKase) (EC 2.7.1.19) (Phosphopentokinase)	GO:0005524; GO:0005737; GO:0005975; GO:0008974
P0AEY1	MARC_ECOLI	marC ydeB ydeC b1529 JW1522	UPF0056 inner membrane protein MarC	GO:0005886
P0AF45	YJBE_ECOLI	yjbE b4026 JW3986	Uncharacterized protein YjbE	GO:0000271; GO:0044010
P0AF54	YJCH_ECOLI	yjcH b4068 JW4029	Inner membrane protein YjcH	GO:0005886
P0AF78	YJFJ_ECOLI	yjfJ b4182 JW4140	Uncharacterized protein YjfJ	GO:0042802
P0AF80	YJFL_ECOLI	yjfL b4184 JW4142	UPF0719 inner membrane protein YjfL	GO:0005886
P0AF82	YJFN_ECOLI	yjfN b4188 JW5742	Uncharacterized protein YjfN	GO:0006950; GO:0042597; GO:0061133
P0AF86	YJFY_ECOLI	yjfY b4199 JW4157	Uncharacterized protein YjfY	GO:0006950; GO:0042597
P0AFH8	OSMY_ECOLI	osmY b4376 JW4338	Osmotically-inducible protein Y	GO:0006972; GO:0030288
P0AFI9	PERM_ECOLI	perM yfgO b2493 JW2478	Putative permease PerM	GO:0005886; GO:0055085
P0AFM4	PSIF_ECOLI	psiF b0384 JW5054	Phosphate starvation-inducible protein PsiF	
P0AFN6	YADH_ECOLI	yadH b0128 JW0124	Inner membrane transport permease YadH	GO:0005886; GO:0043190; GO:0140359
P0AFP0	YADS_ECOLI	yadS b0157 JW0153	UPF0126 inner membrane protein YadS	GO:0005886
P0AFP4	YBBO_ECOLI	ybbO b0493 JW0482	Uncharacterized oxidoreductase YbbO (EC 1.-.-.-)	GO:0008106; GO:0008202; GO:0016491
P0AFR0	RSSA_ECOLI	rssA ychK b1234 JW1222	NTE family protein RssA	GO:0004622; GO:0016042; GO:0046470
P0AFS7	YDIK_ECOLI	ydiK b1688 JW1678	Putative transport protein YdiK	GO:0005886
P0AFU2	YFBS_ECOLI	yfbS b2292 JW2289	Uncharacterized transporter YfbS	GO:0005886; GO:0006813; GO:0008324
P0AFV0	YIBH_ECOLI	yibH b3597 JW3571	Inner membrane protein YibH	GO:0005886; GO:0006974; GO:0055085
P0AFW8	ROF_ECOLI	rof yaeO b0189 JW0184	Protein rof	GO:0031554; GO:0031564
P0AFZ1	SSEB_ECOLI	sseB b2522 JW5404	Protein SseB	
P0AG27	YIBN_ECOLI	yibN b3611 JW3586	Uncharacterized protein YibN	GO:0005829; GO:0016491
P0AG71	RMUC_ECOLI	rmuC yigN b3832 JW3809	DNA recombination protein RmuC	GO:0006310
P0AGC7	SMP_ECOLI	ytjB smp b4387 JW4350	Probable inner membrane protein Smp	GO:0005886
P0AGH1	YHHJ_ECOLI	yhhJ b3485 JW5677	Inner membrane transport permease YhhJ	GO:0005886; GO:0140359
P0AGJ5	YFIF_ECOLI	yfiF b2581 JW2565	Uncharacterized tRNA/rRNA methyltransferase YfiF (EC 2.1.1.-)	GO:0003723; GO:0005829; GO:0006396; GO:0008173; GO:0032259
P0AGM0	YHHT_ECOLI	yhhT b3474 JW5680	Putative transport protein YhhT	GO:0005886; GO:0055085
P0AGM2	YICG_ECOLI	yicG b3646 JW3621	UPF0126 inner membrane protein YicG	GO:0005886
P0AGM5	SIRB1_ECOLI	ychA sirB1 b1214 JW1205	UPF0162 protein YchA (Protein SirB1)	
P0CB62	YMIA_ECOLI	ymiA b4522 JW1267.1	Protein YmiA	GO:0005886
P0CE49	INSH1_ECOLI	insH1 b0259 JW0250	Transposase InsH for insertion sequence element IS5A	GO:0003677; GO:0004803; GO:0005829; GO:0006313
P0CE50	INSH2_ECOLI	insH2 b0552 JW0540	Transposase InsH for insertion sequence element IS5B	GO:0003677; GO:0004803; GO:0005829; GO:0006313
P0CE51	INSH3_ECOLI	insH3 b0656 JW0652	Transposase InsH for insertion sequence element IS5D	GO:0003677; GO:0004803; GO:0005829; GO:0006313
P0CE52	INSH4_ECOLI	insH4 b1331 JW1324	Transposase InsH for insertion sequence element IS5F	GO:0003677; GO:0004803; GO:0005829; GO:0006313
P0CE53	INSH6_ECOLI	insH6 b1994 JW1972	Transposase InsH for insertion sequence element IS5H	GO:0003677; GO:0004803; GO:0005829; GO:0006313
P0CE54	INSH7_ECOLI	insH7 b2030 JW2014	Transposase InsH for insertion sequence element IS5I	GO:0003677; GO:0004803; GO:0005829; GO:0006313
P0CE55	INSH8_ECOLI	insH8 b2192 JW2179	Transposase InsH for insertion sequence element IS5K	GO:0003677; GO:0004803; GO:0005829; GO:0006313
P0CE56	INSH9_ECOLI	insH9 b2982 JW2949	Transposase InsH for insertion sequence element IS5LO	GO:0003677; GO:0004803; GO:0005829; GO:0006313
P0CE57	INH10_ECOLI	insH10 b3218 JW3185	Transposase InsH for insertion sequence element IS5R	GO:0003677; GO:0004803; GO:0005829; GO:0006313
P0CE58	INH11_ECOLI	insH11 b3505 JW3472	Transposase InsH for insertion sequence element IS5T	GO:0003677; GO:0004803; GO:0005829; GO:0006313
P0CF07	INSA1_ECOLI	insA1 b0022 JW0021	Insertion element IS1 1 protein InsA (IS1a)	GO:0006313
P0CF08	INSA2_ECOLI	insA2 b0265 JW0257	Insertion element IS1 2 protein InsA (IS1b)	GO:0006313
P0CF09	INSA3_ECOLI	insA3 b0275 JW0269	Insertion element IS1 3 protein InsA (IS1c)	GO:0006313
P0CF10	INSA4_ECOLI	insA4 b4516 JW0971	Insertion element IS1 4 protein InsA (IS1d)	GO:0006313
P0CF11	INSA5_ECOLI	insA5 b1894	Insertion element IS1 5 protein InsA (IS1h)	GO:0006313
P0CF12	INSA6_ECOLI	insA6 b3444 JW3408	Insertion element IS1 6 protein InsA (IS1e)	GO:0006313
P0CF25	INSB1_ECOLI	insB1 b0021 JW0020	Insertion element IS1 1 protein InsB (IS1a)	GO:0003677; GO:0004803; GO:0006313
P0CF26	INSB2_ECOLI	insB2 b0264 JW0256	Insertion element IS1 2 protein InsB (IS1b)	GO:0003677; GO:0004803; GO:0006313
P0CF27	INSB3_ECOLI	insB3 b0274 JW0268	Insertion element IS1 3 protein InsB (IS1c)	GO:0003677; GO:0004803; GO:0006313
P0CF28	INSB5_ECOLI	insB5 b1893	Insertion element IS1 5 protein InsB (IS1h)	GO:0003677; GO:0004803; GO:0006313
P0CF29	INSB6_ECOLI	insB6 b3445 JW3409	Insertion element IS1 6 protein InsB (IS1e)	GO:0003677; GO:0004803; GO:0006313
P0CF40	INSC1_ECOLI	insC1 b0360 JW0351	Transposase InsC for insertion element IS2A	GO:0003677; GO:0004803; GO:0006313
P0CF41	INSC2_ECOLI	insC2 b1403 JW1400	Transposase InsC for insertion element IS2D	GO:0003677; GO:0004803; GO:0006313
P0CF42	INSC3_ECOLI	insC3 b1997 JW1978	Transposase InsC for insertion element IS2F	GO:0003677; GO:0004803; GO:0006313
P0CF43	INSC4_ECOLI	insC4 b2861 JW2829	Transposase InsC for insertion element IS2H	GO:0003677; GO:0004803; GO:0006313
P0CF44	INSC5_ECOLI	insC5 b3044 JW3012	Transposase InsC for insertion element IS2I	GO:0003677; GO:0004803; GO:0006313
P0CF45	INSC6_ECOLI	insC6 b4272 JW4229	Transposase InsC for insertion element IS2K	GO:0003677; GO:0004803; GO:0006313
P0CF53	INSD1_ECOLI	insD1 b0361 JW0352	Transposase InsD for insertion element IS2A	GO:0003677; GO:0006310; GO:0015074; GO:0032196
P0CF54	INSD2_ECOLI	insD2 b1402 JW1397	Transposase InsD for insertion element IS2D	GO:0003677; GO:0006310; GO:0015074; GO:0032196
P0CF55	INSD3_ECOLI	insD3 b1996 JW1975	Transposase InsD for insertion element IS2F	GO:0003677; GO:0006310; GO:0015074; GO:0032196
P0CF56	INSD4_ECOLI	insD4 b2860 JW2826	Transposase InsD for insertion element IS2H	GO:0003677; GO:0006310; GO:0015074; GO:0032196
P0CF57	INSD5_ECOLI	insD5 b3045 JW3013	Transposase InsD for insertion element IS2I	GO:0003677; GO:0006310; GO:0015074; GO:0032196
P0CF58	INSD6_ECOLI	insD6 b4273 JW4230	Transposase InsD for insertion element IS2K	GO:0003677; GO:0006310; GO:0015074; GO:0032196
P0CF60	INSD8_ECOLI	insD8 b1578 JW1570	Putative transposase InsD for insertion element IS2E	GO:0003677; GO:0006310; GO:0015074; GO:0032196
P0CF66	INSE1_ECOLI	insE1 b0298 JW5036	Transposase InsE for insertion sequence IS3A	GO:0003677; GO:0004803; GO:0006313
P0CF67	INSE2_ECOLI	insE2 b0373 JW5050	Transposase InsE for insertion sequence IS3B	GO:0003677; GO:0004803; GO:0006313
P0CF68	INSE3_ECOLI	insE3 b0540 JW5074	Transposase InsE for insertion sequence IS3C	GO:0003677; GO:0004803; GO:0006313
P0CF69	INSE4_ECOLI	insE4 b1027 JW5144	Transposase InsE for insertion sequence IS3D	GO:0003677; GO:0004803; GO:0006313
P0CF70	INSE5_ECOLI	insE5 b2088 JW5341	Transposase InsE for insertion sequence IS3E	GO:0003677; GO:0004803; GO:0006313
P0CF79	INSF1_ECOLI	insF1 b0299 JW0293	Transposase InsF for insertion sequence IS3A	GO:0003677; GO:0006310; GO:0015074; GO:0032196
P0CF80	INSF2_ECOLI	insF2 b0372 JW0363	Transposase InsF for insertion sequence IS3B	GO:0003677; GO:0006310; GO:0015074; GO:0032196
P0CF81	INSF3_ECOLI	insF3 b0541 JW0529	Transposase InsF for insertion sequence IS3C	GO:0003677; GO:0006310; GO:0015074; GO:0032196
P0CF82	INSF4_ECOLI	insF4 b1026 JW1012	Transposase InsF for insertion sequence IS3D	GO:0003677; GO:0006310; GO:0015074; GO:0032196
P0CF83	INSF5_ECOLI	insF5 b2089 JW2073	Transposase InsF for insertion sequence IS3E	GO:0003677; GO:0006310; GO:0015074; GO:0032196
P0CF86	YFJU_ECOLI	yfjU b2638	Putative arsenate reductase-like protein	GO:0016491; GO:0046685
P0CF89	INSI3_ECOLI	insI3 b1404 JW1401	Transposase InsI for insertion sequence element IS30C	GO:0003677; GO:0004803; GO:0006313; GO:0015074; GO:0032196
P0CF90	INSI4_ECOLI	insI4 b4284 JW4244	Transposase InsI for insertion sequence element IS30D	GO:0003677; GO:0004803; GO:0006313; GO:0015074; GO:0032196
P0CF91	INSL1_ECOLI	insL1 b0016 JW0015	Putative transposase InsL for insertion sequence element IS186A	GO:0003677; GO:0004803; GO:0006313
P0CF92	INSL2_ECOLI	insL2 b0582 JW0572	Putative transposase InsL for insertion sequence element IS186B	GO:0003677; GO:0004803; GO:0006313
P0CF93	INSL3_ECOLI	insL3 b2394 JW5390	Putative transposase InsL for insertion sequence element IS186C	GO:0003677; GO:0004803; GO:0006313
P0DP22	YJIQ_ECOLI	yjiQ rpnD b4339 JW4302	Putative inactive recombination-promoting nuclease-like protein YjiQ	GO:0006310; GO:1990238
P0DP63	YBEH_ECOLI	ybeH b4581 JW0620 b0625	Putative protein YbeH	
P0DP64	YBEM_ECOLI	ybeM b4581 JW0621 b0626	Putative protein YbeM	
P0DP69	PHNE1_ECOLI	phnE1 b4104 JW4065	Putative cryptic phosphonate transport system permease protein PhnE1	GO:0005886; GO:0015716; GO:0055085
P0DPC4	YTIC_ECOLI	ytiC ytiB b4720	Protein YtiC	GO:0005886
P0DPC5	YTID_ECOLI	ytiD b4721	Protein YtiD	
P0DPC6	IDLP_ECOLI	idlP orf27 b4722	iraD leader peptide	GO:0006417
P0DPC7	RSED_ECOLI	rseD orf51 b4725	rpoE leader peptide	GO:0006417
P0DPD0	LDRA_ECOLI	ldrA b4419 JW5957	Small toxic polypeptide LdrA	GO:0005886
P0DPD1	LDRC_ECOLI	ldrC b4423 JW5959	Small toxic polypeptide LdrC	GO:0005886
P0DPO8	YNFT_ECOLI	ynfT ynfQ b4748	Protein YnfT	GO:0005886
P0DPP2	YOAL_ECOLI	yoaL b4751	Protein YoaL	
P0DQD7	GNDA_ECOLI	gndA	Protein GndA	GO:0005886; GO:0016020; GO:0034605
P0DSE4	ARGL_ECOLI	argL b4766	Putative translational regulatory protein ArgL	GO:0006417
P0DSG0	PSSL_ECOLI	pssL b4782	Protein PssL	
P0DSH2	BAXL_ECOLI	baxL b4794	Putative translational regulatory protein BaxL	GO:0006417
P0DSH3	YIBX_ECOLI	yibX b4795	Protein YibX	
P0DUM3	TIMP_ECOLI	timP ECK4669 ryfA b4812	Putative toxic protein TimP	GO:0005886
P0DXX6	XTPA_ECOLI	xtpA b4845	Putative transcriptional regulator XtpA	GO:0046677
P11286	YIAB_ECOLI	yiaB b3563 JW5654	Inner membrane protein YiaB	GO:0005886; GO:0006974
P11290	YIBD_ECOLI	yibD b3615 JW3590	Uncharacterized glycosyltransferase YibD (EC 2.4.-.-)	GO:0015020; GO:0016020; GO:0016036
P11291	YZCX_ECOLI	yzcX cyaX b3808 JW3780	Protein YzcX (CyaX) (O161)	GO:0009279
P11447	ARLY_ECOLI	argH b3960 JW3932	Argininosuccinate lyase (ASAL) (EC 4.3.2.1) (Arginosuccinase)	GO:0004056; GO:0005829; GO:0042450
P11663	FUME_ECOLI	fumE yggD b2929 JW2896	Fumarase E (EC 4.2.1.2)	GO:0004333
P11664	YGGC_ECOLI	yggC b2928 JW2895	Uncharacterized protein YggC	GO:0005524; GO:0016301
P11866	TDCR_ECOLI	tdcR b3119 JW5525	Threonine dehydratase operon activator protein	GO:0003677; GO:0045893
P12994	YBHB_ECOLI	ybhB b0773 JW0756	UPF0098 protein YbhB	GO:0005737; GO:0030288
P15081	GUTM_ECOLI	gutM srlM b2706 JW2675	Glucitol operon activator protein	GO:0003677; GO:0006355; GO:0009401
P16681	YJDN_ECOLI	yjdN phnB b4107 JW4068	Protein YjdN	
P16684	PHNF_ECOLI	phnF b4102 JW4063	Probable transcriptional regulator PhnF	GO:0003677; GO:0003700; GO:0015716
P16916	RHSA_ECOLI	rhsA b3593 JW3566	Protein RhsA	
P16917	RHSB_ECOLI	rhsB b3482 JW5679	Protein RhsB	
P16918	RHSC_ECOLI	rhsC b0700 JW0689	Protein RhsC	
P16919	RHSD_ECOLI	rhsD b0497 JW0486	Protein RhsD	GO:0010438
P18390	YJJA_ECOLI	yjjA b4360 JW5795	Uncharacterized protein YjjA (Protein P-18)	GO:0005829
P19767	INSA7_ECOLI	insA7 b4294 JW4254	Insertion element IS1 7 protein InsA (IS1f)	GO:0006313
P19931	HYAE_ECOLI	hyaE b0976 JW0958	Hydrogenase-1 operon protein HyaE	GO:0005048
P19932	HYAF_ECOLI	hyaF b0977 JW0959	Hydrogenase-1 operon protein HyaF	
P21361	YCIG_ECOLI	yciG b1259 JW1251	Uncharacterized protein YciG	GO:0071978
P21362	YCIF_ECOLI	yciF b1258 JW1250	Protein YciF	GO:0006974; GO:0042803
P21365	YCIC_ECOLI	yciC b1255 JW1247	UPF0259 membrane protein YciC	GO:0005886
P21503	YCAD_ECOLI	ycaD b0898 JW0881	Uncharacterized MFS-type transporter YcaD	GO:0005886; GO:0022857
P22787	YIFB_ECOLI	yifB b3765 JW3738	Uncharacterized protein YifB	GO:0004176; GO:0005524
P23325	ARPA_ECOLI	arpA arp yjaC b4017 JW3977	Ankyrin repeat protein A (Ankyrin-like regulatory protein)	
P23481	HYFA_ECOLI	hyfA yffE b2481 JW2466	Hydrogenase-4 component A (EC 1.-.-.-)	GO:0016491; GO:0046872; GO:0051539
P23840	DIND_ECOLI	dinD orfY pcsA yicD b3645 JW3620	DNA damage-inducible protein D	GO:0006974; GO:0009432
P24178	YFFB_ECOLI	yffB b2471 JW2455	Protein YffB	GO:0005829
P24211	RHSE_ECOLI	rhsE b1456 JW1451	Putative protein RhsE	
P25531	YICR_ECOLI	yicR b3638 JW5643	UPF0758 protein YicR	GO:0006508; GO:0008237; GO:0046872
P25550	ASLB_ECOLI	aslB atsB b3800 JW5594	Anaerobic sulfatase-maturating enzyme homolog AslB (AnSME homolog)	GO:0016491; GO:0046872; GO:0051539; GO:0051604
P25738	MSYB_ECOLI	msyB b1051 JW1039	Acidic protein MsyB	GO:0005829
P25743	YCHE_ECOLI	ychE b1242 JW1229	UPF0056 membrane protein YhcE	GO:0005886
P25747	YEIB_ECOLI	yeiB b2152 JW2139	Uncharacterized protein YeiB	GO:0005886
P26608	FLIS_ECOLI	fliS b1925 JW1910	Flagellar secretion chaperone FliS	GO:0005829; GO:0044780; GO:0071973
P27294	INAA_ECOLI	inaA yfaG b2237 JW2231	Protein InaA	GO:0005886
P27297	BAX_ECOLI	bax b3570 JW5653	Protein bax	GO:0004040; GO:0005524
P27375	YJAZ_ECOLI	yjaZ htrC b3989 JW3952	Protein YjaZ (Heat shock protein C)	
P27843	YIGG_ECOLI	yigG b3818 JW5590	Inner membrane protein YigG	GO:0005886
P27844	RARD_ECOLI	rarD b3819 JW5589	Protein RarD	GO:0005886; GO:0016020
P28303	DINF_ECOLI	dinF b4044 JW4004	DNA damage-inducible protein F	GO:0005886; GO:0015297; GO:0022857; GO:0042910
P28369	RFH_ECOLI	prfH b0236 JW0226	Putative peptide chain release factor homolog (RF-H)	GO:0003747
P28697	MBIA_ECOLI	mbiA htgA htpY b0012 JW5001	Uncharacterized protein MbiA (Modifier of biofilm)	
P28721	GLTF_ECOLI	gltF b3214 JW3181	Protein GltF	GO:0005886; GO:0030288
P28722	YHCA_ECOLI	yhcA b3215 JW3182	Uncharacterized fimbrial chaperone YhcA	GO:0030288; GO:0044183; GO:0071555
P28912	YHHI_ECOLI	yhhI b3484 JW3451	H repeat-associated putative transposase YhhI (ORF-H)	GO:0003677; GO:0004803; GO:0006313
P28916	YBFD_ECOLI	ybfD b0706 JW0696	H repeat-associated putative transposase YbfD (ORF-H3)	GO:0003677; GO:0004803; GO:0006313
P28917	YDCC_ECOLI	ydcC b1460 JW1455	H repeat-associated putative transposase YdcC (ORF-H)	GO:0003677; GO:0004803; GO:0006313
P29217	YCEH_ECOLI	yceH b1067 JW1054	UPF0502 protein YceH (G20.3)	GO:0005829
P29744	FLGL_ECOLI	flgL flaT flaU b1083 JW1070	Flagellar hook-associated protein 3 (HAP3) (Hook-filament junction protein)	GO:0005198; GO:0005576; GO:0009424; GO:0071973
P30143	YAAJ_ECOLI	yaaJ b0007 JW0006	Putative sodium/alanine symporter YaaJ	GO:0005283; GO:0005886
P30192	INSZ_ECOLI	insZ ychG b4573 JW1227/JW5883 b1239/b1240	Putative transposase InsZ	GO:0003677; GO:0004803; GO:0006313
P30852	SMF_ECOLI	smf b4473 JW5708	Protein Smf	GO:0009294; GO:1990814
P30864	YAFC_ECOLI	yafC b0208 JW0198	Uncharacterized HTH-type transcriptional regulator YafC	GO:0000976; GO:0003700; GO:0006355; GO:0010212
P30979	YBEF_ECOLI	ybeF b0629 JW0624	Uncharacterized HTH-type transcriptional regulator YbeF	GO:0003677; GO:0003700; GO:0006355
P31061	NOHA_ECOLI	nohA nohQ b1548 JW1541	Prophage DNA-packing protein NohA (Prophage Qin DNA-packaging protein Nu1 homolog)	
P31063	YEDD_ECOLI	yedD b1928 JW1913	Uncharacterized lipoprotein YedD	GO:0005886
P31064	YEDE_ECOLI	yedE b1929 JW1914	Probable transporter YedE	GO:0005886
P31130	YDEI_ECOLI	ydeI b1536 JW1529	Uncharacterized protein YdeI	GO:0044011; GO:0070301; GO:0071585
P31131	YDEJ_ECOLI	ydeJ b1537 JW1530	Protein YdeJ	
P31433	YICH_ECOLI	yicH b3655 JW3630	AsmA family protein YicH	GO:0005886
P31435	YICJ_ECOLI	yicJ b3657 JW5939	Inner membrane symporter YicJ	GO:0005886; GO:0006814; GO:0008643; GO:0015293; GO:0055085
P31437	YICL_ECOLI	yicL b3660 JW3634	Uncharacterized inner membrane transporter YicL	GO:0005886
P31446	YIDI_ECOLI	yidI b3677 JW3653	Inner membrane protein YidI	GO:0005886
P31447	YIDJ_ECOLI	yidJ b3678 JW3654	Uncharacterized sulfatase YidJ (EC 3.1.6.-)	GO:0004065; GO:0046872
P31448	YIDK_ECOLI	yidK b3679 JW3655	Uncharacterized symporter YidK	GO:0005412; GO:0005886
P31449	YIDL_ECOLI	yidL b3680 JW3656	Uncharacterized HTH-type transcriptional regulator YidL	GO:0000976; GO:0003700; GO:0006355
P31450	GLVG_ECOLI	glvG b4556 b3681	Putative inactive 6-phospho-alpha-glucosidase	GO:0004553; GO:0005975; GO:0016616; GO:0046872
P31453	YIDP_ECOLI	yidP b3684 JW3661	Uncharacterized HTH-type transcriptional regulator YidP	GO:0003677; GO:0003700; GO:0045892
P31456	CBRA_ECOLI	cbrA yidS b3690 JW5631	Protein CbrA (CreB-regulated gene A protein)	GO:0030153; GO:0050660; GO:0071949
P31468	CBRB_ECOLI	cbrB yieI b3716 JW3694	Inner membrane protein CbrB (CreB-regulated gene B protein)	GO:0005886
P31469	CBRC_ECOLI	cbrC yieJ b3717 JW3695	UPF0167 protein CbrC (CreB-regulated gene C protein)	GO:0030153
P31470	YIEK_ECOLI	yieK b3718 JW5613	Uncharacterized protein YieK	GO:0004342; GO:0005737; GO:0005829; GO:0005975; GO:0006043; GO:0006046; GO:0019262; GO:0042802
P31471	YIEL_ECOLI	yieL b3719 JW5612	Uncharacterized protein YieL	GO:0004553; GO:0005975; GO:0016747
P31475	YIEP_ECOLI	yieP b3755 JW5608	Uncharacterized HTH-type transcriptional regulator YieP	GO:0000987; GO:0003700; GO:0005829; GO:0006355
P31666	YADE_ECOLI	yadE b0130 JW0126	Putative polysaccharide deacetylase YadE (EC 3.-.-.-)	GO:0005975; GO:0016787; GO:0016810
P31679	YAAU_ECOLI	yaaU yabE b0045 JW0044	Putative metabolite transport protein YaaU	GO:0005886; GO:0006979; GO:0022857
P31808	YCIK_ECOLI	yciK b1271 JW1263	Uncharacterized oxidoreductase YciK (EC 1.-.-.-)	GO:0016491
P31827	YDDB_ECOLI	yddB b1495 JW1490	Uncharacterized protein YddB (CDS103)	GO:0009279
P32051	YDEK_ECOLI	ydeK orfT b1510 JW1503	Uncharacterized lipoprotein YdeK (ORFT)	GO:0005886
P32057	WCAI_ECOLI	wcaI yefD b2050 JW2035	Putative colanic acid biosynthesis glycosyl transferase WcaI	GO:0009103; GO:0009242; GO:0045228; GO:0046920
P32135	YIHN_ECOLI	yihN b3874 JW3845	Inner membrane protein YihN	GO:0005886; GO:0022857
P32139	YIHR_ECOLI	yihR b3879 JW3850	Uncharacterized protein YihR	GO:0004034; GO:0006006; GO:0030246; GO:0033499; GO:0044010; GO:1902777
P32152	FRVR_ECOLI	frvR yiiH b3897 JW3868	Putative frv operon regulatory protein [Includes: Putative phosphotransferase EIIA component (EC 2.7.1.-) (Putative PTS system EIIA component)]	GO:0003677; GO:0016301
P32153	FRVX_ECOLI	frvX yiiI b3898 JW3869	Putative aminopeptidase FrvX (EC 3.4.11.-)	GO:0006508; GO:0046872; GO:0070006
P32674	GRE1_ECOLI	pflD yijL b3951 JW3923	Probable dehydratase PflD (EC 4.2.1.-)	GO:0005829; GO:0016829
