# License
#	# RegulonDB is free for academic/noncommercial use
# User is not entitled to change or erase data sets of the RegulonDB
# database or to eliminate copyright notices from RegulonDB. Furthermore,
# User is not entitled to expand RegulonDB or to integrate RegulonDB partly
# or as a whole into other databank systems, without prior written consent
# from CCG-UNAM.
# Please check the license at https://regulondb.ccg.unam.mx/manual/aboutUs/terms-conditions
# Citation
#	# Heladia Salgado, Socorro Gama-Castro, et al., RegulonDB v12.0: a comprehensive resource of transcriptional regulation in E. coli K-12,
# Nucleic Acids Research, 2023;, gkad1072, https://doi.org/10.1093/nar/gkad1072
# RegulonDB Release: 14.5
# Contact
#	email:regulondb@ccg.unam.mx
#Date:
#	06-02-2026
## Columns:
## (1) Operon ID
#(2) Operon name
## (3) First gene-position left
## (4) Last gene-position right
## (5) DNA strand where the operon is coded
## (6) Number of genes contained in the operon
## (7) Name or Blattner number of the gene(s) contained in the operon
## (8) Evidence that support the existence of the operon's TUs
## (9) Evidence confidence level (Confirmed, Strong, Weak)
1)operonId	2)operonName	3)firstGeneLeftPos	4)lastGeneRightPos	5)strand	6)numberOfGenes	7)operonGenes	8)operonEvidence	9)confidenceLevel 
RDBECOLIOPC02600	groSL	4370688	4372671	forward	2	groS|groL	[IC:W][IC-ADJ-GENES-SAME-BIO-PROCESS:W]	W 
RDBECOLIOPC02601	nudG	1841490	1841897	forward	1	nudG	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC02602	hypABCDE-fhlA	2850647	2856416	forward	6	hypA|hypB|hypC|hypD|hypE|fhlA	[AS-NAS:W][EXP-IEP:W][EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IEP-COREGULATION:W]	W 
RDBECOLIOPC02603	yieH	3896774	3897439	forward	1	yieH	[COMP-AINF:W]	W 
RDBECOLIOPC02604	yzcX	3993850	3994335	forward	1	yzcX	[COMP-AINF:W]	W 
RDBECOLIOPC02606	helD	1024471	1026525	forward	1	helD	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC02607	dgcZ	1622960	1623850	reverse	1	dgcZ	[EXP-IDA-BOUNDARIES-DEFINED:W][COMP-AINF:W]	W 
RDBECOLIOPC02609	patA	3219494	3220873	forward	1	patA	[EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC02610	yraIJK	3288090	3292432	forward	3	yraI|yraJ|yraK	[COMP-AINF:W]	W 
RDBECOLIOPC02611	aspU	228928	229004	forward	1	aspU	[COMP-HINF:W]	W 
RDBECOLIOPC02612	feaB	1447519	1449018	forward	1	feaB	[EXP-IDA-BOUNDARIES-DEFINED:W][COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC02613	gltA	753185	754468	reverse	1	gltA	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	S 
RDBECOLIOPC02614	hemA-prfA-prmC	1263714	1266927	forward	3	hemA|prfA|prmC	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	S 
RDBECOLIOPC02615	metR	4011863	4012816	reverse	1	metR		 
RDBECOLIOPC02616	rapA-rluA	59687	63264	reverse	2	rapA|rluA	[EXP-IEP:W][COMP-AINF:W]	W 
RDBECOLIOPC02617	glyU	2998984	2999057	reverse	1	glyU	[COMP-AINF:W]	W 
RDBECOLIOPC02618	rnb	1346978	1348912	reverse	1	rnb	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	W 
RDBECOLIOPC02619	modABC	795089	797612	forward	3	modA|modB|modC		 
RDBECOLIOPC02620	yggE	3067340	3068080	reverse	1	yggE		 
RDBECOLIOPC02621	rsd	4196332	4196808	reverse	1	rsd	[COMP-AINF:W]	W 
RDBECOLIOPC02622	bcsABZC	3685700	3695236	reverse	4	bcsA|bcsB|bcsZ|bcsC	[EXP-IEP-COREGULATION:W][EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC02623	yggSTU-rdgB-hemW	3095098	3098403	forward	5	yggS|yggT|yggU|rdgB|hemW	[COMP-AINF:W][EXP-IEP-COREGULATION:W]	W 
RDBECOLIOPC02624	acrAB	481254	485619	reverse	2	acrA|acrB	[IC:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IEP-COREGULATION:W][EXP-IEP:W]	W 
RDBECOLIOPC02625	gadBC	1568954	1572045	reverse	2	gadB|gadC	[IC:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC02626	dps	848408	848911	reverse	1	dps		 
RDBECOLIOPC02627	uxaB	1609229	1610680	reverse	1	uxaB	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IMP:W]	W 
RDBECOLIOPC02628	serC-aroA	957653	960095	forward	2	serC|aroA	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IMP-POLAR-MUTATION:S]	W 
RDBECOLIOPC02629	frdABCD	4379007	4382318	reverse	4	frdA|frdB|frdC|frdD	[EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC02630	lysC	4231884	4233233	reverse	1	lysC	[COMP-AINF:W]	W 
RDBECOLIOPC02631	fliLMNOPQR	2019618	2023678	forward	7	fliL|fliM|fliN|fliO|fliP|fliQ|fliR	[IC-ADJ-GENES-SAME-BIO-PROCESS:W]	W 
RDBECOLIOPC02632	sfsA-dksA	159186	161486	reverse	3	sfsA|dksA|gluQ	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	S 
RDBECOLIOPC02633	dcuSR	4349315	4351662	reverse	2	dcuS|dcuR	[EXP-IEP-COREGULATION:W]	W 
RDBECOLIOPC02634	srkA-dsbA	4042415	4044044	forward	2	srkA|dsbA	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IMP-POLAR-MUTATION:S]	W 
RDBECOLIOPC02635	iraD	4556574	4557385	forward	4	ytiC|ytiD|idlP|iraD	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	S 
RDBECOLIOPC02636	mlrA	2214866	2215597	forward	1	mlrA	[COMP-AINF:W]	W 
RDBECOLIOPC02637	ecnAB	4376317	4376699	forward	2	ecnA|ecnB	[COMP-AINF:W][EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	W 
RDBECOLIOPC02638	phoH	1084992	1086056	forward	1	phoH	[EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC02639	sdsR-pphA	1922313	1923207	reverse	2	sdsR|pphA	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][COMP-AINF:W][IC:W][EXP-IMP-POLAR-MUTATION:S]	W 
RDBECOLIOPC02640	tatABC	4021945	4024336	forward	4	tatA|tatB|tatC|tatD	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][COMP-AINF:W][EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC02641	pqiABC	1012001	1015459	forward	3	pqiA|pqiB|pqiC	[COMP-HINF:W][EXP-IMP-POLAR-MUTATION:S]	W 
RDBECOLIOPC02642	thrLABC	190	5020	forward	4	thrL|thrA|thrB|thrC	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IMP-POLAR-MUTATION:S]	W 
RDBECOLIOPC02643	aidB	4414275	4415900	forward	1	aidB		 
RDBECOLIOPC02644	yciZT	1343597	1344609	reverse	2	yciZ|yciT	[EXP-IEP:W][EXP-IEP-COREGULATION:W]	W 
RDBECOLIOPC02645	pdxH-tyrS-pdxY	1715026	1718007	reverse	3	pdxH|tyrS|pdxY	[EXP-IDA-BOUNDARIES-DEFINED:W][IC:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IMP-POLAR-MUTATION:S]	W 
RDBECOLIOPC02646	ugpBAECQ	3587370	3592325	reverse	5	ugpB|ugpA|ugpE|ugpC|ugpQ	[IC:W]	W 
RDBECOLIOPC02647	rplM-rpsI	3377815	3378651	reverse	2	rplM|rpsI	[EXP-IDA-BOUNDARIES-DEFINED:W][IC:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	W 
RDBECOLIOPC02648	osmF-yehYXW	2215745	2219481	reverse	4	osmF|yehY|yehX|yehW	[IC-ADJ-GENES-SAME-BIO-PROCESS:W]	W 
RDBECOLIOPC02649	chpSB	4448447	4449042	forward	2	chpS|chpB		 
RDBECOLIOPC02650	bssS	1120701	1120955	reverse	1	bssS	[IC:W]	W 
RDBECOLIOPC02651	leuQPV	4606079	4606401	reverse	3	leuQ|leuP|leuV	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC02652	htpG	495120	496994	forward	1	htpG	[EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC02653	panD	146314	146694	reverse	1	panD	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC02654	bepA-yfgD	2616094	2617937	forward	2	bepA|yfgD	[EXP-IEP-COREGULATION:W]	W 
RDBECOLIOPC02655	dicB-ydfDE-insD-intQ	1648508	1652708	forward	9	ydfA|ydfB|ydfC|dicF|dicB|ydfD|ydfE|insD7|intQ	[COMP-AINF:W][EXP-IDA-BOUNDARIES-DEFINED:W][EV-EXP-IDA-TRANSCRIPT-LEN-DETERMINATION-NORTHERN:[]]	W 
RDBECOLIOPC02656	argT-hisJQMP	2423736	2427791	reverse	5	argT|hisJ|hisQ|hisM|hisP	[IC-ADJ-GENES-SAME-BIO-PROCESS:W]	W 
RDBECOLIOPC02657	can	142008	142670	reverse	1	can	[EXP-IEP:W][COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC02658	malXY	1699355	1702129	forward	2	malX|malY	[EXP-IEP:W][EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IMP-POLAR-MUTATION:S]	W 
RDBECOLIOPC02659	aceBAK	4215478	4220332	forward	3	aceB|aceA|aceK	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IMP-POLAR-MUTATION:S]	W 
RDBECOLIOPC02660	gcd	138835	141225	reverse	1	gcd	[EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC02661	iraM	1211680	1212003	reverse	1	iraM	[EXP-IDA-BOUNDARIES-DEFINED:W][COMP-AINF:W][COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC02662	ackA-pta	2413470	2416891	forward	2	ackA|pta	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	S 
RDBECOLIOPC02663	gpmM-envC-yibQ	3785260	3789060	forward	3	gpmM|envC|yibQ	[COMP-AINF:W]	W 
RDBECOLIOPC02664	hemL	173602	174882	reverse	1	hemL	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC02665	hiuH-msrPQ	2038956	2041118	forward	3	hiuH|msrP|msrQ	[EXP:W][EXP-IEP-COREGULATION:W][COMP-AINF:W]	W 
RDBECOLIOPC02666	rph-pyrE	3815127	3816549	reverse	2	rph|pyrE	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IEP-COREGULATION:W]	W 
RDBECOLIOPC02667	tyrP	1989681	1990892	forward	1	tyrP	[EXP-IDA-BOUNDARIES-DEFINED:W][COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC02668	tpke11	12163	15298	forward	3	dnaK|tpke11|dnaJ	[COMP-HINF:W][EXP-IMP-POLAR-MUTATION:S]	W 
RDBECOLIOPC02669	glmY	2691157	2691340	reverse	1	glmY	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][COMP-AINF:W]	W 
RDBECOLIOPC02670	norR	2830775	2832289	reverse	1	norR	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC02671	rlmE-ftsH	3325001	3327664	reverse	2	rlmE|ftsH	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	S 
RDBECOLIOPC02672	garPLRK-rnpB	3270216	3274907	reverse	5	garP|garL|garR|garK|rnpB	[EXP-IEP:W][EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	W 
RDBECOLIOPC02673	bolA	454472	454789	forward	1	bolA	[EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC02674	sdsN	1996921	1997057	forward	1	sdsN	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	W 
RDBECOLIOPC02675	metH	4223828	4227511	forward	1	metH	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	S 
RDBECOLIOPC02676	accBC	3405436	3407266	forward	2	accB|accC	[EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC02677	glcDEFGBA	3119597	3128021	reverse	6	glcD|glcE|glcF|glcG|glcB|glcA	[IC-ADJ-GENES-SAME-BIO-PROCESS:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	W 
RDBECOLIOPC02678	accA	208621	209580	forward	1	accA	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	S 
RDBECOLIOPC02679	yobA-yebZY	1923365	1924969	reverse	3	yobA|yebZ|yebY	[COMP-AINF:W][EXP-IEP-COREGULATION:W][IC:W]	W 
RDBECOLIOPC02680	flhDC	1977266	1978197	reverse	2	flhD|flhC	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	S 
RDBECOLIOPC02681	gcvR	2599906	2600478	forward	1	gcvR	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IMP:W]	W 
RDBECOLIOPC02682	hupB	461451	461723	forward	1	hupB	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	W 
RDBECOLIOPC02683	yadV-htrE	152829	156201	reverse	2	yadV|htrE	[EXP-IMP-POLAR-MUTATION:S]	S 
RDBECOLIOPC02684	fhuF	4604875	4605663	reverse	1	fhuF	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC02685	glgBXCAP	3564134	3573502	reverse	5	glgB|glgX|glgC|glgA|glgP	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IEP-COREGULATION:W][IC-ADJ-GENES-SAME-BIO-PROCESS:W]	W 
RDBECOLIOPC02686	ydcSTUV-patD	1511654	1517002	forward	5	ydcS|ydcT|ydcU|ydcV|patD	[COMP-AINF:W][EXP-IEP-COREGULATION:W][IC:W]	W 
RDBECOLIOPC02687	glrR-glnB	2687070	2688803	reverse	2	glrR|glnB	[COMP-HINF:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	W 
RDBECOLIOPC02688	appCBA-yccB	1037740	1041915	forward	4	appC|appB|appX|appA	[EXP-IEP-COREGULATION:W][EXP-IMP-POLAR-MUTATION:S]	W 
RDBECOLIOPC02689	yggN	3100904	3101623	reverse	1	yggN		 
RDBECOLIOPC02690	astCADBE	1825955	1831982	reverse	5	astC|astA|astD|astB|astE	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IEP:W][EXP-IEP-COREGULATION:W]	W 
RDBECOLIOPC02691	frlABCDR	3499910	3504783	forward	5	frlA|frlB|frlC|frlD|frlR	[EXP-IEP:W][COMP-HINF:W][IC-ADJ-GENES-SAME-BIO-PROCESS:W]	W 
RDBECOLIOPC02692	rirA-rfaQGPSBIJYZ-waaU	3798239	3808238	reverse	11	rirA|waaQ|waaG|waaP|waaS|waaB|waaO|waaJ|waaY|waaZ|waaU	[IC-ADJ-GENES-SAME-BIO-PROCESS:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	W 
RDBECOLIOPC02693	alr	4265782	4266861	forward	1	alr	[COMP-AINF:W]	W 
RDBECOLIOPC02694	wcaCDEF-gmd-fcl-gmm-wcaI-cpsBG-wcaJ-wzxC	2118680	2132070	reverse	12	wcaC|wcaD|wcaE|wcaF|gmd|fcl|gmm|wcaI|cpsB|cpsG|wcaJ|wzxC	[COMP-AINF:W][IC-ADJ-GENES-SAME-BIO-PROCESS:W][EXP-IEP-COREGULATION:W][IC:W]	W 
RDBECOLIOPC02695	abgABT-ogt	1399721	1404565	reverse	4	abgA|abgB|abgT|ogt	[COMP-AINF:W]	W 
RDBECOLIOPC02696	yobF-cspC	1907226	1907591	reverse	2	yobF|cspC	[COMP-AINF:W][EXP-IEP-COREGULATION:W][IC:W]	W 
RDBECOLIOPC02697	nanATEK-yhcH	3369014	3373576	reverse	5	nanA|nanT|nanE|nanK|nanQ	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IEP-COREGULATION:W][EXP-IMP-POLAR-MUTATION:S][IC:W]	W 
RDBECOLIOPC02698	cysJIH	2887578	2891898	reverse	3	cysJ|cysI|cysH		 
RDBECOLIOPC02699	ecpBCDE	304495	310026	reverse	4	ecpB|ecpC|ecpD|ecpE	[COMP-AINF:W]	W 
RDBECOLIOPC02700	rpsT	20815	21078	reverse	1	rpsT	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	W 
RDBECOLIOPC02701	cspE	657292	657501	forward	1	cspE	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][COMP-AINF:W]	W 
RDBECOLIOPC02702	osmB	1343110	1343328	reverse	1	osmB	[EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC02703	bdm-sra	1555826	1556280	reverse	2	bdm|sra	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IMP-POLAR-MUTATION:S]	W 
RDBECOLIOPC02704	rnt-lhr	1728347	1733703	forward	2	rnt|lhr	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	W 
RDBECOLIOPC02705	flgAMN	1129414	1130863	reverse	3	flgA|flgM|flgN		 
RDBECOLIOPC02706	carAB	29651	34038	forward	2	carA|carB	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IMP-POLAR-MUTATION:S]	S 
RDBECOLIOPC02707	iraP	401386	401646	forward	1	iraP	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][COMP-AINF:W]	W 
RDBECOLIOPC02708	narUZYWV	1535937	1544060	reverse	5	narU|narZ|narY|narW|narV	[HTP-HEP:W][COMP-AINF:W]	W 
RDBECOLIOPC02709	amiA-hemF	2552352	2554124	forward	2	amiA|hemF	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	S 
RDBECOLIOPC02710	kdtA-coaD	3808540	3810304	forward	2	waaA|coaD		 
RDBECOLIOPC02711	cydAB	771458	774181	forward	2	cydA|cydB	[AS-TAS:W]	W 
RDBECOLIOPC02712	ptsG	1157869	1159302	forward	1	ptsG	[EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC02713	napFDAGHBC-ccmABCDEFGH	2291358	2303497	reverse	15	napF|napD|napA|napG|napH|napB|napC|ccmA|ccmB|ccmC|ccmD|ccmE|ccmF|ccmG|ccmH		 
RDBECOLIOPC02714	ada-alkB	2308691	2310405	reverse	2	ada|alkB	[EXP-IMP-POLAR-MUTATION:S][EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC02715	dgkA	4256637	4257005	forward	1	dgkA	[COMP-AINF:W]	W 
RDBECOLIOPC02716	ansB	3099682	3100728	reverse	1	ansB	[EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC02717	yjjB-dnaTC-yjjA	4599695	4602097	reverse	4	yjjB|dnaT|dnaC|yjjA	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IEP-COREGULATION:W]	W 
RDBECOLIOPC02718	ppiD	461915	463786	forward	1	ppiD	[COMP-AINF:W]	W 
RDBECOLIOPC02719	citR-ybdNM	634747	637618	reverse	3	citR|ybdN|ybdM	[COMP-AINF:W][EXP-IEP-COREGULATION:W]	W 
RDBECOLIOPC02720	ydbK-ompN	1435760	1440784	reverse	2	ydbK|ompN	[COMP-AINF:W][EXP-IEP-COREGULATION:W][COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC02721	edd-eda	1932115	1934604	reverse	2	edd|eda	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	S 
RDBECOLIOPC02722	dapA-nlpB	2597831	2599760	reverse	2	dapA|bamC	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IMP-POLAR-MUTATION:S]	W 
RDBECOLIOPC02723	moaABCDE	817044	819747	forward	5	moaA|moaB|moaC|moaD|moaE	[EXP-IEP-COREGULATION:W][IC:W]	W 
RDBECOLIOPC02724	gntT	3546559	3547875	forward	1	gntT	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	S 
RDBECOLIOPC02725	relBE-hokD	1645119	1645872	reverse	3	relB|relE|hokD	[COMP-AINF:W][EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC02726	wza-wzb-wzc-wcaAB	2132067	2137243	reverse	5	wza|wzb|wzc|wcaA|wcaB	[EXP-IEP-COREGULATION:W]	W 
RDBECOLIOPC02727	hicAB	1509286	1509924	forward	2	hicA|hicB	[IC-ADJ-GENES-SAME-BIO-PROCESS:W][COMP-AINF:W]	W 
RDBECOLIOPC02728	xapAB	2522729	2524878	reverse	2	xapA|xapB	[EXP-IEP:W][EXP-IEP-COREGULATION:W][EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IMP-POLAR-MUTATION:S]	W 
RDBECOLIOPC02729	fepDGC	619384	622189	reverse	3	fepD|fepG|fepC		 
RDBECOLIOPC02730	cmtBA-yggPF-fumE-yggC	3073976	3079330	reverse	6	cmtB|cmtA|yggP|yggF|fumE|yggC	[COMP-AINF:W]	W 
RDBECOLIOPC02731	mlaFEDCB	3336963	3340065	reverse	5	mlaF|mlaE|mlaD|mlaC|mlaB	[IC-ADJ-GENES-SAME-BIO-PROCESS:W][COMP-AINF:W]	W 
RDBECOLIOPC02732	yciSM-pyrF-yciH	1340243	1342984	forward	4	lapA|lapB|pyrF|yciH	[EXP-IEP-COREGULATION:W][IC-ADJ-GENES-SAME-BIO-PROCESS:W][COMP-AINF:W]	W 
RDBECOLIOPC02733	ychQA-kdsA	1266924	1269019	forward	3	ychQ|ychA|kdsA	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	W 
RDBECOLIOPC02734	fliDST	2003872	2006078	forward	3	fliD|fliS|fliT	[EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC02735	rhsA-yibA	3762183	3767179	forward	2	rhsA|yibA	[COMP-AINF:W]	W 
RDBECOLIOPC02736	gor	3646299	3647651	forward	1	gor	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC02737	acrD	2587595	2590708	forward	1	acrD		 
RDBECOLIOPC02738	ddpXABCDF	1557112	1563076	reverse	6	ddpX|ddpA|ddpB|ddpC|ddpD|ddpF	[IC-ADJ-GENES-SAME-BIO-PROCESS:W]	W 
RDBECOLIOPC02739	glpEGR	3559848	3561823	reverse	3	glpE|glpG|glpR	[EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC02740	csrA	2818961	2819146	reverse	1	csrA	[COMP-AINF:W]	W 
RDBECOLIOPC02741	mutY-yggX-mltC-nupG	3103013	3106970	forward	4	mutY|yggX|mltC|nupG	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	W 
RDBECOLIOPC02742	ilvY	3956927	3957820	reverse	1	ilvY		 
RDBECOLIOPC02743	asr	1671376	1671684	forward	1	asr	[EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC02744	ansP	1524481	1525980	reverse	1	ansP	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC02745	macAB	919235	922293	forward	2	macA|macB	[IC-ADJ-GENES-SAME-BIO-PROCESS:W][EXP-IEP-COREGULATION:W]	W 
RDBECOLIOPC02746	nanCMS	4536614	4539501	reverse	3	nanC|nanM|nanS	[COMP-AINF:W][COMP-HINF:W][EXP-IEP-COREGULATION:W][IC-ADJ-GENES-SAME-BIO-PROCESS:W]	W 
RDBECOLIOPC02747	bamA-hlpA-lpxD-fabZ-lpxAB-rnhB-dnaE	197928	208608	forward	8	bamA|skp|lpxD|fabZ|lpxA|lpxB|rnhB|dnaE	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IEP-COREGULATION:W]	W 
RDBECOLIOPC02748	hyaABCDEF	1032139	1037606	forward	6	hyaA|hyaB|hyaC|hyaD|hyaE|hyaF	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IEP-COREGULATION:W]	W 
RDBECOLIOPC02749	rpmH-rnpA	3884336	3884852	forward	2	rpmH|rnpA	[EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC02750	gntXY	3544882	3546199	forward	2	yhgH|nfuA	[EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC02751	glpTQ	2349935	2352374	reverse	2	glpT|glpQ	[EXP-IEP:W]	W 
RDBECOLIOPC02752	ytfK	4439587	4439793	forward	1	ytfK	[IC:W]	W 
RDBECOLIOPC02753	yibN-grxC-secB-gpsA	3782642	3785015	reverse	4	yibN|grxC|secB|gpsA	[EXP-IMP-POLAR-MUTATION:S][COMP-AINF:W]	W 
RDBECOLIOPC02754	rpmE	4127013	4127225	forward	1	rpmE	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC02755	rrsA-ileT-alaT-rrlA-rrfA	4035531	4040636	forward	5	rrsA|ileT|alaT|rrlA|rrfA	[EXP-IDA-BOUNDARIES-DEFINED:W][IC-ADJ-GENES-SAME-BIO-PROCESS:W]	W 
RDBECOLIOPC02756	cvpA-purF-ubiX	2428057	2430763	reverse	3	cvpA|purF|ubiX	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IMP-POLAR-MUTATION:S]	W 
RDBECOLIOPC02757	aroL-yaiA-aroM	406405	408105	forward	3	aroL|yaiA|aroM	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IEP:W]	W 
RDBECOLIOPC02758	mdoGH	1109335	1113406	forward	2	opgG|opgH	[EXP-IEP-COREGULATION:W][EXP-IMP-POLAR-MUTATION:S]	W 
RDBECOLIOPC02759	talA-tktB	2578666	2581639	forward	2	talA|tktB	[IC:W][EXP-IEP-COREGULATION:W][IC-ADJ-GENES-SAME-BIO-PROCESS:W][EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC02760	tig	455133	456431	forward	1	tig	[COMP-AINF:W]	W 
RDBECOLIOPC02761	osmE	1821918	1822256	reverse	1	osmE	[EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC02762	ydjA-selD-topB	1844999	1848676	reverse	3	ydjA|selD|topB	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	W 
RDBECOLIOPC02763	rfaDFCL	3793987	3798207	forward	4	rfaD|waaF|waaC|waaL	[EXP-IDA-BOUNDARIES-DEFINED:W]	W 
